County,Organisation,Scheme,Amount Allocated
Donegal,North Pole Cycling Club,2008,"4,000.00"
Donegal,Quigleys point swifts football club,2008,"140,000.00"
Donegal,Rashenny Football Club,2008,"60,000.00"
Donegal,Rathmullin and District Resource Centre Ltd,2008,"30,000.00"
Donegal,St Catherine's Football Club,2008,"50,000.00"
Donegal,St Mary GAA club,2008,"120,000.00"
Donegal,St Patricks Park Trust Carndonagh LTD,2008,"20,000.00"
Donegal,Trustees of Finn Valley Athletic Club,2008,"80,000.00"
Donegal,Twin Towns Boxing Club,2008,"7,000.00"
Dublin,5th Port Dollymount Sea Scout Group,2008,"7,000.00"
Dublin,Aer Lingus Divers,2008,"28,000.00"
Dublin,Ajax Orienteering Club,2008,"3,500.00"
Dublin,Aquatec Sub Aqua Club,2008,"25,000.00"
Dublin,Artane Beaumont Family Recreation Centre Ltd,2008,"55,000.00"
Dublin,Athletic Association of Ireland Ltd,2008,"500,000.00"
Dublin,Ballyboden St Endas GAA Club,2008,"350,000.00"
Dublin,Ballyboden Wanderers GAA Club,2008,"165,000.00"
Dublin,Blakestown Mountview Sports,2008,"95,000.00"
Dublin,Broadford Rovers Football Club,2008,"100,000.00"
Dublin,Bros Pearse AC,2008,"90,000.00"
Dublin,Castleknock Hurling and Football Club,2008,"250,000.00"
Dublin,Civil Service Cricket Club,2008,"6,500.00"
Dublin,Comhairle Fo Thuinn (CFT),2008,"10,000.00"
Dublin,Commercial Rowing Club,2008,"375,000.00"
Dublin,Courtlough Clay Pigeon Shooting Club,2008,"16,000.00"
Dublin,Cycling Ireland,2008,"150,000.00"
Dublin,D.P. Gymnastics Club,2008,"3,165.00"
Dublin,De La Salle Palmerston R. F.C.,2008,"200,000.00"
Dublin,Drimnagh Amateur Boxing & Physical Culture Club,2008,"8,000.00"
Dublin,Dublin City Council,2008,"140,000.00"
Dublin,Dublin City Council,2008,"250,000.00"
Dublin,Dublin City Council,2008,"250,000.00"
Dublin,Dublin City Council,2008,"500,000.00"
Dublin,Dublin City Council,2008,"1,000,000.00"
Dublin,Dublin Metropolitan Regatta Council,2008,"20,000.00"
Dublin,Dun Laoghaire Motor Yacht Club,2008,"10,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2008,"300,000.00"
Dublin,Faughs GAA,2008,"180,000.00"
Dublin,Fingal County Council,2008,"80,000.00"
Dublin,Fingal County Council,2008,"400,000.00"
Dublin,Glasnevin Lawn Tennis Club,2008,"65,000.00"
Dublin,Glebe North AFC,2008,"140,000.00"
Dublin,Glenageary Lawn Tennis Club,2008,"100,000.00"
Dublin,Irish Basketball Association,2008,"500,000.00"
Dublin,Irish Deaf Sports Association,2008,"5,000.00"
Dublin,Irish Judo Association,2008,"50,000.00"
Dublin,Irish Sailing Association,2008,"40,000.00"
Dublin,Irish Tae Kwon Mudo Academy,2008,"10,000.00"
Dublin,Irish Wheelchair Association-Sport,2008,"25,000.00"
Dublin,Irish Youth Sailing Club,2008,"20,000.00"
Dublin,Kish Sub Aqua Club,2008,"31,000.00"
Dublin,Ladies Gaelic Football Association,2008,"35,000.00"
Dublin,Leinster Branch IARU,2008,"12,000.00"
Dublin,Leinster Branch Irish Table Tennis Assoc,2008,"8,000.00"
Dublin,Marks Celtic FC,2008,"75,000.00"
Dublin,McKelvey Celtic FC,2008,"350,000.00"
Dublin,Monkstown FC,2008,"80,000.00"
Dublin,MountPleasant Tennis Club,2008,"120,000.00"
Dublin,Naomh Barrog GAA Club,2008,"155,000.00"
Dublin,Neptune Rowing Club,2008,"60,000.00"
Dublin,Oscar Traynor Coaching & Development Centre,2008,"150,000.00"
Dublin,Piranha Triathlon Club,2008,"3,000.00"
Dublin,Royal Irish Yacht Club,2008,"65,000.00"
Dublin,Sacred Heart FC,2008,"95,000.00"
Dublin,Sailing in Dublin Club Ltd,2008,"6,500.00"
Dublin,Shandon Pitch and Putt Club,2008,"6,000.00"
Dublin,Shankill Tennis Club,2008,"230,000.00"
Dublin,Skerries Community Association,2008,"35,000.00"
Dublin,South Dublin County Council,2008,"100,000.00"
Dublin,South Dublin County Council,2008,"900,000.00"
Dublin,South Dublin County Council,2008,"2,750,000.00"
Dublin,South Dublin Football League Ltd,2008,"300,000.00"
Dublin,Sport Against Racism (Ireland) Ltd,2008,"4,200.00"
Dublin,St Anne's GAA Club,2008,"300,000.00"
Dublin,St Brigids GAA (Dublin),2008,"200,000.00"
Dublin,St Finians GAA,2008,"30,000.00"
Dublin,St Francis Football Club,2008,"50,000.00"
Dublin,st josephs boys afc limited,2008,"50,000.00"
Dublin,St Mary's Amateur Boxing Club,2008,"6,000.00"
Dublin,St Marys College Rugby Football Club,2008,"90,000.00"
Dublin,St Marys College tennis Club,2008,"165,000.00"
Dublin,St Olafs GAA Club,2008,"60,000.00"
Dublin,St Patrick's Rowing Club Ltd,2008,"14,000.00"
Dublin,St Paul's Artane FC,2008,"300,000.00"
Dublin,St Paul's Youth Club,2008,"4,000.00"
Dublin,St Peregrine's GAA Club,2008,"185,000.00"
Dublin,St Sylvesters G A A Club,2008,"100,000.00"
Dublin,STELLA MARIS ROWING CLUB,2008,"15,000.00"
Dublin,Swim Ireland,2008,"50,000.00"
Dublin,Tallaght Swim Club,2008,"4,000.00"
Dublin,Tallaght Tornadoes Special Olympics Club,2008,"2,000.00"
Dublin,Tennis Ireland,2008,"140,000.00"
Dublin,The Football Association of Ireland,2008,"400,000.00"
Dublin,Trinity Boys Amateur Boxing Club,2008,"11,000.00"
Dublin,Volleyball Association of Ireland,2008,"50,000.00"
Dublin,Wayside Celtic FC Ltd,2008,"458,700.00"
Dublin,Whitehall Rangers AFC,2008,"32,000.00"
Dublin,Wild Water Kayak Club,2008,"40,000.00"
Galway,Abbeyknockmoy Hurling CLub,2008,"60,000.00"
Galway,Ahascragh Fohenagh GAA,2008,"100,000.00"
Galway,Annaghdown GAA Club,2008,"30,000.00"
Galway,Ballinasloe GAA Club,2008,"80,000.00"
Galway,Ballinasloe Horse & Agricultural Show Ltd,2008,"70,000.00"
Galway,Cleggan/Claddaghduff Foroige Club,2008,"2,000.00"
Galway,Clonberne Community Centre Co Ltd,2008,"20,000.00"
Galway,Connemara Rugby Club Company Limited,2008,"50,000.00"
Galway,Cortoon Badminton Club,2008,"5,000.00"
Galway,Cumann Fothoinn na Gaillimhe,2008,"20,000.00"
Galway,Dunmore Community Sports Group,2008,"50,000.00"
Galway,Dynamo Blues AFC,2008,"35,000.00"
Galway,Galway Bay Sailing Club Ltd,2008,"20,000.00"
Galway,Galway Boxing Club,2008,"4,000.00"
Galway,Galway City Council,2008,"20,000.00"
Galway,Galway City Council,2008,"50,000.00"
Galway,Galway Kayak Club,2008,"5,000.00"
Galway,Galway Lawn Tennis / Sports Club Ltd,2008,"5,000.00"
Galway,Galway Rowing Club,2008,"20,000.00"
Galway,Greenfields Hockey Club,2008,"4,000.00"
Galway,Headford GAA Club,2008,"30,000.00"
Galway,Kilbeacanty GAA,2008,"75,000.00"
Galway,Killannin Community Centre,2008,"40,000.00"
Galway,Killimordaly GAA Club,2008,"30,000.00"
Galway,killyan development association,2008,"55,000.00"
Galway,Kilnadeema Leitrim GAA Club,2008,"90,000.00"
Galway,Loughrea Boxing Club,2008,"4,000.00"
Galway,Loughrea Rugby Football Club,2008,"70,000.00"
Galway,Loughrea Tennis Club,2008,"10,000.00"
Galway,Maree Acrobatics Club,2008,"2,000.00"
Galway,Mervue United FC Ltd. in Partnership with Galway City Council and GMIT,2008,"60,000.00"
Galway,Milltown GAA Club,2008,"60,000.00"
Galway,Monivea Boxing Club,2008,"2,000.00"
Galway,Mullagh GAA Club,2008,"60,000.00"
Galway,Naomh Feichin GAA Club Clifden,2008,"20,000.00"
Galway,NUI Galway Rowing Club,2008,"10,000.00"
Galway,Oranmore Maree Camogie Club,2008,"2,500.00"
Galway,Oughterard AFC Ltd,2008,"80,000.00"
Galway,Our Lady's Boy Club Ltd,2008,"120,000.00"
Galway,Portumna and District Angling Association,2008,"10,000.00"
Galway,Renmore Gymnastics Limited,2008,"7,000.00"
Galway,Renmore Judo Club,2008,"5,000.00"
Galway,Shiven Rovers AFC,2008,"50,000.00"
Galway,Skehana Community Development,2008,"100,000.00"
Galway,Sylane Hurling Club,2008,"10,000.00"
Galway,Tuam Stars GAA Club,2008,"70,000.00"
Kerry,Abbeydorney GAA Club,2008,"45,000.00"
Kerry,Abha na Scail CLG,2008,"30,000.00"
Kerry,Annascaul Sports Centre,2008,"50,000.00"
Kerry,Atlantic Sailing Club,2008,"8,000.00"
Kerry,Ballybunion Gymnastics Club,2008,"5,000.00"
Kerry,Ballyheigue GAA,2008,"20,000.00"
Kerry,Ballymacelligott GAA Club,2008,"75,000.00"
Kerry,Ballymacelligott Handball Club,2008,"15,000.00"
Kerry,Beale GAA,2008,"20,000.00"
Kerry,Caherdaniel Rowing Club,2008,"8,000.00"
Kerry,Castleisland Desmonds GAA Club,2008,"80,000.00"
Kerry,Castlemaine Community Services Group Ltd,2008,"30,000.00"
Kerry,Cordal Community Centre,2008,"20,000.00"
Kerry,Glenflesk St Agathas GAA Club,2008,"15,000.00"
Kerry,Killarney Athletic AFC,2008,"30,000.00"
Kerry,Killarney Celtic FC,2008,"200,000.00"
Kerry,Killarney Table Tennis Club,2008,"5,000.00"
Kerry,Killorglin Gymnastics Club,2008,"10,000.00"
Kerry,Kingdom Green Sox Baseball Club,2008,"5,000.00"
Kerry,Listowel Community Centre,2008,"65,000.00"
Kerry,Listry GAA Club,2008,"45,000.00"
Kerry,Lixnaw Community Centre,2008,"15,000.00"
Kerry,Lyreacrompane Community Development,2008,"10,000.00"
Kerry,Muckross Rowing Club Ltd,2008,"35,000.00"
Kerry,Sive Rowing Club,2008,"14,000.00"
Kerry,Skellig Rangers GAA Club,2008,"30,000.00"
Kerry,Sneem Rowing club,2008,"10,000.00"
Kerry,St Brendan's Athletic Club,2008,"5,000.00"
Kerry,St Brendan's Park FC,2008,"70,000.00"
Kerry,Templenoe Community Centre,2008,"8,000.00"
Kerry,TEMPLENOE GAA CLUB,2008,"70,000.00"
Kerry,Templenoe Rowing Club,2008,"7,000.00"
Kerry,The Kingdom Branch of the Irish Pony Club,2008,"5,000.00"
Kerry,Tralee Dynamos AFC,2008,"60,000.00"
Kerry,Tralee Rowing Club,2008,"8,000.00"
Kerry,Tralee Rugby Club,2008,"80,000.00"
Kerry,Workmen's Rowing Club,2008,"15,000.00"
Kildare,Athy Recreational Community Hall,2008,"2,500.00"
Kildare,Athy Town AFC,2008,"70,000.00"
Kildare,Celbridge Athletic Club,2008,"12,000.00"
Kildare,Celbridge Community Centre LTD,2008,"15,000.00"
Kildare,Clongorey Community Association Ltd,2008,"70,000.00"
Kildare,Eadestown GAA,2008,"13,000.00"
Kildare,Ellistown GAA,2008,"100,000.00"
Kildare,Excel Gymnastics,2008,"15,000.00"
Kildare,Kilcock Celtic AFC,2008,"80,000.00"
Kildare,Kildare Water Safety,2008,"10,000.00"
Kildare,KYNOG UNITED AFC,2008,"8,000.00"
Kildare,Newbridge Rugby Football Club,2008,"270,000.00"
Kildare,North Kildare Club,2008,"215,000.00"
Kildare,North Kildare Olympic handball club,2008,"2,000.00"
Kildare,Prosperous Community Association and Tennis Club,2008,"8,000.00"
Kildare,Raheens GAA,2008,"170,000.00"
Kildare,Rathangan GAA club,2008,"80,000.00"
Kildare,Salmon Leap Canoe Club,2008,"6,000.00"
Kildare,Sisters of Charity of Jesus and Mary Community and Recreation Hall Monasterevin,2008,"70,000.00"
Kildare,St Kevins GAA Club,2008,"100,000.00"
Kildare,St Laurences GAA,2008,"20,000.00"
Kilkenny,Ballyhale Shamrocks Hurling Club,2008,"19,000.00"
Kilkenny,Bridge United F.C,2008,"40,000.00"
Kilkenny,Carrickshock GAA Club,2008,"20,000.00"
Kilkenny,Gowran AC,2008,"4,000.00"
Kilkenny,Graiguenamanagh Boat Club,2008,"20,000.00"
Kilkenny,GRENNAN COLLEGE LEISURE TRUST,2008,"180,000.00"
Kilkenny,Kilkenny City and County Tennis Club,2008,"25,000.00"
Kilkenny,muckalee Gaelic Football Club,2008,"70,000.00"
Kilkenny,O'Loughlin Gaels GAA Club,2008,"100,000.00"
Kilkenny,Paulstown Boxing Club,2008,"2,000.00"
Kilkenny,Piltown Gaa club,2008,"25,000.00"
Kilkenny,Rower-Inistioge GAA Club,2008,"40,000.00"
Kilkenny,Slieverue GAA Club,2008,"100,000.00"
Kilkenny,St Lachtains Gaa Club,2008,"40,000.00"
Kilkenny,St. Martin's Gaa Club,2008,"35,000.00"
Kilkenny,St. Patrick's (Ballyragget) GAA Club,2008,"50,000.00"
Kilkenny,Windgap GAA Club,2008,"10,000.00"
Laois,Abbeyleix Tennis Club,2008,"20,000.00"
Laois,Abhaboe Parish/Clough Ballacolla GAA Club,2008,"20,000.00"
Laois,Annanough GAA Club,2008,"40,000.00"
Laois,Ballinakill GAA,2008,"20,000.00"
Laois,Barrowhouse GAA club,2008,"50,000.00"
Laois,Clonad GAA Club,2008,"50,000.00"
Laois,Errill GAA,2008,"50,000.00"
Laois,Killadooley Sportsfield Development Group,2008,"60,000.00"
Laois,Kyle GAA Club,2008,"90,000.00"
Laois,Laois County Council,2008,"120,000.00"
Laois,Mountmellick GAA,2008,"75,000.00"
Laois,P.C.D.A. Ltd,2008,"65,000.00"
Laois,Portarlington Lawn Tennis Club,2008,"10,000.00"
Laois,Rosenallis GAA,2008,"100,000.00"
Laois,St Joseph's GAA Club,2008,"15,000.00"
Laois,Stradbally GAA Club (Laois),2008,"10,000.00"
Laois,Timahoe Youth/Sports Club,2008,"2,000.00"
Laois,Woodenbridge Paddlers Association,2008,"2,000.00"
Leitrim,Allen Gaels GAA Club,2008,"30,000.00"
Leitrim,Carrick-on-Shannon Lawn Tennis Club,2008,"30,000.00"
Leitrim,Fenagh Handball Club,2008,"20,000.00"
Leitrim,Fenagh St Caillins GAA,2008,"60,000.00"
Leitrim,Glenfarne Gun Club,2008,"2,000.00"
Leitrim,Gortletteragh GAA Club,2008,"20,000.00"
Leitrim,mohill gaa,2008,"10,000.00"
Leitrim,Sean O'Heslins GAA Club,2008,"68,000.00"
Leitrim,St Hugh's Park Ballinaglera GAA Club,2008,"20,000.00"
Limerick,Ahane GAA Club,2008,"70,000.00"
Limerick,Athea Utd AFC,2008,"40,000.00"
Limerick,Ballinacurra Gaels GAA Club,2008,"135,000.00"
Limerick,Ballingarry AFC,2008,"30,000.00"
Limerick,Ballybricken Bohermore GAA Club,2008,"30,000.00"
Limerick,Ballybrown Youth Field Development,2008,"40,000.00"
Limerick,Ballysteen Sportsfield Development Committee,2008,"60,000.00"
Limerick,Bleach Lough Anglers Limited,2008,"15,000.00"
Limerick,Breska Rovers AFC,2008,"70,000.00"
Limerick,Carrigkerry Sports Association Ltd,2008,"30,000.00"
Limerick,Catholic Institute Athletic Club,2008,"20,000.00"
Limerick,Crecora GAA,2008,"20,000.00"
Limerick,Desmond District League,2008,"40,000.00"
Limerick,Fairview Rangers F.C,2008,"55,000.00"
Limerick,Fedamore Gaa,2008,"8,000.00"
Limerick,Garryowen Football Club,2008,"200,000.00"
Limerick,Gerald Griffin GAA Club,2008,"16,000.00"
Limerick,Glin Rover Soccer Club,2008,"35,000.00"
Limerick,Killeedy GAA,2008,"50,000.00"
Limerick,Limerick City & County Council,2008,"80,000.00"
Limerick,Monagea Gaa Club,2008,"15,000.00"
Limerick,Mountcollins GAA,2008,"55,000.00"
Limerick,Mungret Football Club,2008,"40,000.00"
Limerick,Murroe AFC,2008,"60,000.00"
Limerick,Murroe Boher GAA Club,2008,"80,000.00"
Limerick,Newcastle West GAA,2008,"100,000.00"
Limerick,Old Christians GAA Club,2008,"45,000.00"
Limerick,Patrickswell Powerlifting Club,2008,"2,000.00"
Limerick,Regional United FC,2008,"30,000.00"
Limerick,St Francis Boxing Club,2008,"2,000.00"
Limerick,St Michael's Sporting Club,2008,"25,000.00"
Limerick,St Patrick's GAA Club,2008,"100,000.00"
Limerick,Summerville Rovers FC,2008,"20,000.00"
Limerick,Thomond Park Stadium Company Limited,2008,"3,000,000.00"
Limerick,Tournafulla GAA Club,2008,"65,000.00"
Longford,Abbeylara GAA,2008,"70,000.00"
Longford,Ardagh St Patricks GAA,2008,"14,000.00"
Longford,Carrickedmond gaa club,2008,"36,000.00"
Longford,Co Longford Scuba Divers,2008,"55,000.00"
Longford,County Longford Branch Irish Pony Club,2008,"5,000.00"
Longford,Edgeworthstown District Development Association Ltd,2008,"20,000.00"
Longford,Grattan Og GAA Club,2008,"20,000.00"
Longford,Longford and District Schoolboy League,2008,"45,000.00"
Longford,Longford Mental Health Association,2008,"2,000.00"
Longford,Longford RFC,2008,"80,000.00"
Longford,Moydow Gun Club,2008,"5,000.00"
Longford,St Marys GAA,2008,"45,000.00"
Louth,Cooley Kickhams GAA,2008,"30,000.00"
Louth,Dowdallshill GF and AC,2008,"25,000.00"
Louth,Dundalk Lawn Tennis and Badminton Club,2008,"70,000.00"
Louth,Dundalk RFC,2008,"100,000.00"
Louth,Dundalk Schoolboys League,2008,"70,000.00"
Louth,Dundalk Town FC Ltd,2008,"250,000.00"
Louth,Holy Family Boxing and Community Centre,2008,"80,000.00"
Louth,Louth County Board GAA,2008,"200,000.00"
Louth,Louth County Council,2008,"150,000.00"
Louth,Muirhevna Mor FC,2008,"60,000.00"
Louth,Na Piarsaigh GFC,2008,"40,000.00"
Louth,O Connells GFC,2008,"60,000.00"
Louth,Quay Celtic,2008,"40,000.00"
Louth,Rock Celtic FC,2008,"40,000.00"
Louth,Sean Mc Dermotts GFC,2008,"20,000.00"
Louth,Seapoint Pitch and Putt Club,2008,"20,000.00"
Louth,St Gerards AC,2008,"18,000.00"
Louth,St Peter's AC,2008,"20,000.00"
Louth,St. Kevins GAA,2008,"80,000.00"
Louth,Westerns GFC,2008,"60,000.00"
Mayo,All Stars Boxing Club Ballinrobe St Mullins gaa,2008,"2,000.00"
Mayo,Ardagh GAA Club,2008,"6,000.00"
Mayo,Ardnaree Sarsfields GAA Club,2008,"15,000.00"
Mayo,Ballina Athletic Club,2008,"11,000.00"
Mayo,Ballina Rugby Football Club,2008,"70,000.00"
Mayo,Ballyglass Ass Football & Social Club Ltd,2008,"80,000.00"
Mayo,Ballyhaunis RFC,2008,"30,000.00"
Mayo,Boefield Community Group,2008,"5,000.00"
Mayo,BREAFFY GAA CLUB,2008,"40,000.00"
Mayo,Burrishoole GAA Club,2008,"50,000.00"
Mayo,Claremorris GAA,2008,"70,000.00"
Mayo,Eagle Boxing Club,2008,"10,000.00"
Mayo,Glenans Irish Sailing Club,2008,"35,000.00"
Mayo,Golfing Union Of Ireland,2008,"250,000.00"
Mayo,James Stephens Hurling Club,2008,"6,500.00"
Mayo,Kilmurry Sport and Social Centre,2008,"10,000.00"
Mayo,Kiltimagh GAA Club,2008,"40,000.00"
Mayo,Kiltimagh Knock Utd Soccer Club Ltd.,2008,"12,000.00"
Mayo,Knockmore Rathduff ESD Co. Ltd,2008,"50,000.00"
Mayo,Lower Achill Community Development Co Ltd.,2008,"65,000.00"
Mayo,Mayo County Council,2008,"80,000.00"
Mayo,MAYO LEAGUE COMMUNITY STADIUM LIMITED,2008,"28,000.00"
Mayo,Moygownagh Community Council,2008,"80,000.00"
Mayo,Neale GAA Club,2008,"60,000.00"
Mayo,Sean Duffy Community Centre,2008,"35,000.00"
Mayo,St Patricks GAA Club Westport,2008,"90,000.00"
Mayo,Swinford Amenities Development Ltd,2008,"40,000.00"
Mayo,Swinford GAA Club,2008,"80,000.00"
Mayo,Tooreen Hurling Club,2008,"30,000.00"
Meath,Ashbourne Rugby Football Club,2008,"34,000.00"
Meath,Ballivor Clay Pigeon Shooting Club,2008,"15,000.00"
Meath,Blackhall Gaels Hurling & Football Club,2008,"50,000.00"
Meath,Castle Villa AFC,2008,"60,000.00"
Meath,Cushinstown Athletic Club,2008,"50,000.00"
Meath,Donacarney Celtic Football Club,2008,"65,000.00"
Meath,Duleek AFC,2008,"60,000.00"
Meath,Irish Table Tennis Association,2008,"3,000.00"
Meath,Kilmainhamwood GAA Club,2008,"60,000.00"
Meath,Kilmessan Hurling Club,2008,"90,000.00"
Meath,Meath and District League,2008,"50,000.00"
Meath,Meath County Council,2008,"750,000.00"
Meath,Meath Hill GFC,2008,"15,000.00"
Meath,Meath Masters Swimming Club,2008,"3,000.00"
Meath,Na Fianna Hurling and Football Club,2008,"70,000.00"
Meath,Navan Boxing Club,2008,"3,000.00"
Meath,NOBBER GFC,2008,"60,000.00"
Meath,Ratoath Tennis Club Ltd,2008,"55,000.00"
Meath,St Colmcilles East Meath GAC,2008,"80,000.00"
Meath,St Mary's GFC,2008,"15,000.00"
Meath,St Michaels G.F.C.,2008,"80,000.00"
Meath,St Patrick's GAA Club,2008,"150,000.00"
Meath,St Ultans Gaelic Football Club,2008,"45,000.00"
Meath,Summerhill Community Centre,2008,"55,000.00"
Meath,Summerhill GFC,2008,"20,000.00"
Monaghan,Aughnamullen Sports Leisure and Social Development Association,2008,"25,000.00"
Monaghan,Ballybay Pearse Brothers GFC,2008,"50,000.00"
Monaghan,Carrickroe Community Centre Ltd,2008,"13,635.00"
Monaghan,Doohamlet Sports and Development Committee,2008,"30,000.00"
Monaghan,Drumhowan GFC,2008,"20,000.00"
Monaghan,Glaslough Villa FC,2008,"70,000.00"
Monaghan,Killanny Geraldines GFC,2008,"15,000.00"
Monaghan,Killeevan Sarsfields GAA Club,2008,"25,000.00"
Monaghan,Latton O'Rahilly GAA Club,2008,"50,000.00"
Monaghan,Lough Muckno Waterski and Wakeboard Club,2008,"30,000.00"
Monaghan,Monaghan County Council,2008,"80,000.00"
Monaghan,Monaghan United Football Club,2008,"400,000.00"
Monaghan,Oram Sarsfields GFC,2008,"65,000.00"
Monaghan,Tullycorbett Community Development Association,2008,"60,000.00"
Offaly,Banagher United Soccer Club,2008,"80,000.00"
Offaly,Bracknagh GAA Club,2008,"55,000.00"
Offaly,Clara GAA club,2008,"150,000.00"
Offaly,Coolderry GAA,2008,"65,000.00"
Offaly,Irish Parachute Club Limited,2008,"80,000.00"
Offaly,Killurin GAA Club,2008,"40,000.00"
Offaly,Offaly GAA,2008,"500,000.00"
Offaly,Shinrone Development Ltd,2008,"45,000.00"
Offaly,St Brigid's GAA Club,2008,"60,000.00"
Offaly,St Rynagh's Hurling Club,2008,"80,000.00"
Offaly,Tubber GAA,2008,"25,000.00"
Offaly,Tullamore Rugby Football Club,2008,"60,000.00"
Offaly,Walsh Island GAA Club,2008,"25,000.00"
Roscommon,Boyle Basketball Club,2008,"4,000.00"
Roscommon,Boyle GAA Club,2008,"110,000.00"
Roscommon,Clann na nGael,2008,"65,000.00"
Roscommon,Clonown Community Ltd,2008,"5,000.00"
Roscommon,Comans Swimming Club,2008,"2,000.00"
Roscommon,Cuisle Special Needs Recreation Centre,2008,"20,000.00"
Roscommon,Hodson Bay Celtic FC,2008,"45,000.00"
Roscommon,Ippon Judo Club Roscommon,2008,"5,000.00"
Roscommon,Moore United FC,2008,"45,000.00"
Roscommon,Rahara Rovers FC,2008,"55,000.00"
Roscommon,Roscommon Athletics Club,2008,"3,000.00"
Roscommon,Strokestown Co-Op Community Centre Ltd.,2008,"50,000.00"
Sligo,Aclare Development Council Ltd,2008,"75,000.00"
Sligo,Ballinalack Community Park Ltd.,2008,"52,000.00"
Sligo,Cloonacool Community Park Limited,2008,"130,000.00"
Sligo,Geevagh Community Resources Ltd,2008,"60,000.00"
Sligo,Gurteen Games Company Ltd,2008,"20,000.00"
Sligo,Lough Bo Rifle and Pistol Club,2008,"4,000.00"
Sligo,Mullaghmore Sailing Centre ltd.,2008,"12,000.00"
Sligo,Sligo Community Games,2008,"12,000.00"
Sligo,Sligo County Council,2008,"100,000.00"
Sligo,St Farnan's Community Park Association Ltd,2008,"18,000.00"
Sligo,St Josephs Amateur Boxing Club,2008,"2,000.00"
Sligo,Strandhill Community Park Ltd,2008,"70,000.00"
Tipperary,Ballyskenach GAA Club,2008,"30,000.00"
Tipperary,Black Eagle Academy of Judo,2008,"5,000.00"
Tipperary,Cahir Park AFC,2008,"85,000.00"
Tipperary,Cappawhite GAA Club,2008,"25,000.00"
Tipperary,Cashel R.F.C.,2008,"20,000.00"
Tipperary,Clanwilliam Football Club,2008,"25,000.00"
Tipperary,Clonoulty Rossmore GAA Club,2008,"100,000.00"
Tipperary,Cloughjordan Table Tennis Club,2008,"2,000.00"
Tipperary,County Tipperary Lawn Tennis Club,2008,"60,000.00"
Tipperary,Durlas Og,2008,"25,000.00"
Tipperary,Fethard Community Sportsfield,2008,"30,000.00"
Tipperary,Holycross-Ballycahill GAA Club,2008,"200,000.00"
Tipperary,Knockshegowna GAA Club,2008,"35,000.00"
Tipperary,Lakeside Pitch and Putt,2008,"25,000.00"
Tipperary,Lorrha and Dorrha GAA Club,2008,"35,000.00"
Tipperary,Moneygall GAA,2008,"60,000.00"
Tipperary,Nenagh AFC Brickfield Ltd,2008,"40,000.00"
Tipperary,Nenagh Vocational School and Nenagh Celtic,2008,"20,000.00"
Tipperary,New Inn Community Centre,2008,"20,000.00"
Tipperary,Newport Handball Club/St. Joseph's VEC,2008,"35,000.00"
Tipperary,Newport Town AFC,2008,"100,000.00"
Tipperary,North Tipperary County Council - Roscrea Leisure Centre,2008,"1,000,000.00"
Tipperary,Peake Villa FC,2008,"100,000.00"
Tipperary,Portroe GAA,2008,"35,000.00"
Tipperary,Puckane and District Tennis Club,2008,"15,000.00"
Tipperary,Rearcross Football Club,2008,"10,000.00"
Tipperary,Roscrea Tennis Club,2008,"85,000.00"
Tipperary,St Flannan's Athletic Club and Community Games,2008,"2,000.00"
Tipperary,St Michaels AFC,2008,"10,000.00"
Tipperary,St Patrick's Gaa Club,2008,"80,000.00"
Tipperary,Templederry Kenyons Gaa Club,2008,"25,000.00"
Tipperary,Thurles Rugby Football Club,2008,"2,000.00"
Tipperary,Tipperary County Board GAA,2008,"500,000.00"
Tipperary,Tipperary County Council,2008,"300,000.00"
Tipperary,Two Mile Borris St Kevins FC,2008,"40,000.00"
Tipperary,Young Nenagh Project,2008,"100,000.00"
Waterford,Ballygunner GAA Club,2008,"175,000.00"
Waterford,Ballymacarbry Community Centre Ltd,2008,"80,000.00"
Waterford,Brickey Rangers GAA,2008,"70,000.00"
Waterford,Causeway Tennis & Bowls Club,2008,"80,000.00"
Waterford,Clashmore Kinsalebeg GAA Club,2008,"25,000.00"
Waterford,CLG Micheal McCraith (Tramore GAA Club),2008,"80,000.00"
Waterford,Dungarvan Gymnastics Club,2008,"5,000.00"
Waterford,Dungarvan Harbour Sailing Club (DHSC),2008,"12,000.00"
Waterford,Ferrybank GAA Club,2008,"30,000.00"
Waterford,Kilrossanty GAA Club,2008,"80,000.00"
Waterford,Park Rangers FC,2008,"30,000.00"
Waterford,Portlaw United AFC,2008,"60,000.00"
Waterford,Roanmore GAA\Social & Sports Centre,2008,"100,000.00"
Waterford,Stradbally AFC,2008,"50,000.00"
Waterford,Tallow Hurling and Football Club,2008,"80,000.00"
Waterford,Tourin GAA,2008,"30,000.00"
Waterford,Tramore AFC,2008,"20,000.00"
Waterford,Waterford Basketball Club,2008,"2,000.00"
Waterford,Waterford City & County Council,2008,"400,000.00"
Waterford,Waterford City RFC,2008,"60,000.00"
Waterford,Waterford Harbour Sailing Club,2008,"30,000.00"
Waterford,Waterford Harbour Sub Aqua Club,2008,"20,000.00"
Waterford,Waterford Judo Club,2008,"15,000.00"
Waterford,Waterford LEDC Ltd,2008,"10,000.00"
Westmeath,AIT St. Ronans AC Ross AC,2008,"50,000.00"
Westmeath,Athlone Boat Club,2008,"10,000.00"
Westmeath,Athlone Regional Sports Centre,2008,"500,000.00"
